message,Retweets,Favourites,Datetime,Label
"Sushma Ji was a prolific orator and outstanding Parliamentarian. She was admired and revered across party lines.   She was uncompromising when it came to matters of ideology and interests of the BJP, whose growth she immensely contributed to.",17271,80613,06-08-2019 18:06,Modi
"A glorious chapter in Indian politics comes to an end. India grieves the demise of a remarkable leader who devoted her life to public service and bettering lives of the poor. Sushma Swaraj Ji was one of her kind, who was a source of inspiration for crores of people.",32632,144712,06-08-2019 18:06,Modi
@AmitShah  s,2137,14402,06-08-2019 15:17,Modi
Rajya Sabha  @MVenkaihNaidu Garu    Speaker @ombirlakota ji,1891,12922,06-08-2019 15:17,Modi
MP Jammu Kashmir,973,4920,06-08-2019 15:17,Modi
ParliamentMP,907,4435,06-08-2019 15:17,Modi
"Sarder Patel Dr,Babasaheb Anbedkar 370",684,2804,06-08-2019 15:17,Modi
Dr SPMookharjee,917,4537,06-08-2019 15:17,Modi
Union Territory,698,2815,06-08-2019 15:17,Modi
Jammu Kashmir,687,2747,06-08-2019 15:17,Modi
,739,3013,06-08-2019 15:17,Modi
130 Jammu Kashmir,4072,22144,06-08-2019 15:17,Modi
@AmitShah  -,3267,22477,06-08-2019 15:05,Modi
",                       , -",892,3915,06-08-2019 15:05,Modi
@MVenkaiahNaidu Garu    @ombirlakota,2937,21608,06-08-2019 15:05,Modi
"-      ,",971,4281,06-08-2019 15:05,Modi
",   370     ,",662,2614,06-08-2019 15:05,Modi
,628,2539,06-08-2019 15:05,Modi
",     30               ,",4441,28692,06-08-2019 15:05,Modi
"-               ,      ,         -           ,",740,2936,06-08-2019 15:05,Modi
-            -,599,2365,06-08-2019 15:05,Modi
@AmitShah,1562,8974,06-08-2019 15:03,Modi
@MVenkaiahNaidu Garu   @ombirlakota Ji,1469,8557,06-08-2019 15:03,Modi
,543,2165,06-08-2019 15:03,Modi
,440,1614,06-08-2019 15:03,Modi
,457,1776,06-08-2019 15:03,Modi
,432,1613,06-08-2019 15:03,Modi
!,424,1553,06-08-2019 15:03,Modi
370,425,1552,06-08-2019 15:03,Modi
,444,1595,06-08-2019 15:03,Modi
,524,1900,06-08-2019 15:03,Modi
130          !,2918,17672,06-08-2019 15:03,Modi
@AmitShah -                                           !,8461,52030,06-08-2019 14:53,Modi
"@MVenkaiahNaidu      @ombirlakota   -          ,",4213,24646,06-08-2019 14:52,Modi
"-                         ,        RS  125:61  LS  370:70",5691,28269,06-08-2019 14:52,Modi
",                 ,",4276,24452,06-08-2019 14:51,Modi
":  ,        ;  ,    ; .   ,",5163,25867,06-08-2019 14:51,Modi
!,4854,27321,06-08-2019 14:51,Modi
"-        ,                      , -   ,",4018,20044,06-08-2019 14:50,Modi
"-                       ,          -             ,       !",6678,35640,06-08-2019 14:50,Modi
"!             ,  -",10184,56007,06-08-2019 14:49,Modi
"Our Home Minister @AmitShah Ji has  been continuously working towards ensuring a better life for the people of Jammu, Kashmir and Ladakh. His commitment and diligence is clearly visible in the passage of these Bills. I would like to specially congratulate Amit Bhai! @HMOIndia",8098,42646,06-08-2019 14:43,Modi
"Indias Vice President and Chairman of the Rajya Sabha, @MVenkaiahNaidu Garu as well as Speaker @ombirlakota Ji conducted proceedings of both Houses in an excellent manner, for which they deserve praise from the entire nation. @VPSecretariat @loksabhaspeaker",3988,20766,06-08-2019 14:42,Modi
"People of Jammu, Kashmir and Ladakh would be proud that MPs overcame differences and discussed the future of these regions as well as ensuring peace, progress and prosperity there. The widespread support can be clearly seen in the final numbers, 125:61 in RS and 370:70 in LS.",5405,26258,06-08-2019 14:40,Modi
"In Parliament, political parties rose to the occasion, overcame ideological differences and took part in a rich debate that increased the pride of our Parliamentary democracy. For that, I congratulate all MPs, various political parties and their leaders.",4527,24988,06-08-2019 14:39,Modi
"The passage of key Bills pertaining to Jammu, Kashmir and Ladakh are a fitting tribute to the great Sardar Patel, who worked for Indias unity, Dr. Babasaheb Ambedkar, whose views are well known and Dr. SP Mookerjee who devoted his life for Indias unity and integrity.",5596,27751,06-08-2019 14:38,Modi
Special congratulations to the people of Ladakh! It is a matter of great joy that their long-standing demand of being declared a Union Territory has been fulfilled. This decision will give impetus to the overall prosperity of the region and ensure better developmental facilities.,5553,27407,06-08-2019 14:34,Modi
"The Bills pertaining to Jammu, Kashmir and Ladakh will ensure integration and empowerment. These steps will bring the youth into the mainstream and give them innumerable opportunities to showcase their skills and talents. Local infrastructure will significantly improve.",4986,23803,06-08-2019 14:33,Modi
"I salute my sisters and brothers of Jammu, Kashmir  and Ladakh for their courage and resilience. For years, vested interest groups who believed in emotional blackmail never cared for peoples empowerment. J&K is now free from their shackles. A new dawn, better tomorrow awaits!",24463,161152,06-08-2019 14:32,Modi
"Together we are, together we shall rise and together we will fulfil the dreams of 130 crore Indians!  A momentous occasion in our Parliamentary democracy, where landmark bills pertaining to Jammu and Kashmir have been passed with overwhelming support!",13048,65592,06-08-2019 14:30,Modi
"My young friend, Jamyang Tsering Namgyal who is @MPLadakh delivered an outstanding speech in the Lok Sabha while discussing key bills on J&K. He coherently presents the aspirations of our sisters and brothers from Ladakh. It is a must hear! https://t.co/XN8dGcTwx6",27408,116491,06-08-2019 11:36,Modi
Home Minister @AmitShah Jis speech in the Rajya Sabha was extensive and insightful. It accurately highlighted the monumental injustices of the past and coherently presented our vision for the sisters and brothers of J&K. Do hear.   https://t.co/ho7PPzyz5w,31270,169369,05-08-2019 14:25,Modi
Sharing some glimpses from the second day of the Sansad Karyashala where once again we had productive discussions.   Highlighted ways to strengthen our organisation and work for Indias progress with even greater vigour. https://t.co/FCzcNZMa1f,6196,52384,04-08-2019 15:02,Modi
@netanyahu        .     .           https://t.co/PsZTgMoXMU,9342,55915,04-08-2019 9:53,Modi
.,2119,25509,04-08-2019 5:49,Modi
.                .,3026,30988,04-08-2019 5:49,Modi
Day 1 of the @BJP4India Sansad Karyashala witnessed excellent deliberations on several subjects.   This is a great forum for Party MPs to extensively engage on issues pertaining to the nation and our organisation. https://t.co/FP6KA32l7O,4359,31573,03-08-2019 16:24,Modi
"I would urge @BJP4India Karyakartas from other states to interact with Karyakartas from Tripura. The Partys repeated successes in the state demonstrate the power of development politics and democratic temperament. It also shows that with the right effort, everything is possible.",3711,27892,02-08-2019 3:10,Modi
Tripuras faith in @BJP4India remains unwavering!   I thank the people of the state for blessing the party in the Panchayat Elections across the state. The transformative work in Tripuras rural areas is positively impacting many lives.   Kudos to the local unit for the hardwork! https://t.co/miki9OKf53,5321,38628,02-08-2019 3:10,Modi
"Greetings to Gujarat CM @vijayrupanibjp Ji on his birthday. Vijay Bhai has made a mark as a committed leader, who is serving the state with remarkable dedication. May he be blessed with a long life and good health.",3255,28979,02-08-2019 2:53,Modi
"Other issues discussed during PRAGATI include progress in Sugamya Bharat Abhiyan, improving accessibility across India, furthering water conservation and infrastructure projects in various states.",2557,20953,31-07-2019 13:57,Modi
"Todays PRAGATI session, the first of the new term, witnessed excellent discussions on multiple policy issues. We had in-depth reviews on ways to fulfil the vision of Housing for All.   https://t.co/rXMgYkwGC2",5030,43731,31-07-2019 13:57,Modi
"Healthy India, developed India.   During PRAGATI, had extensive discussions on Ayushman Bharat. It is a matter of satisfaction that over 35 lakh beneficiaries availed free treatment in hospitals under PMJAY. We are focusing on ways to improve coverage in Aspirational Districts.",2970,23798,31-07-2019 13:57,Modi
-,17855,105289,30-07-2019 13:57,Modi
-,15986,102902,30-07-2019 13:56,Modi
This is an occasion to salute the remarkable courage of those Muslim women who have suffered great wrongs just due to the practice of Triple Talaq.  The abolition of Triple Talaq will contribute to women empowerment and give women the dignity they deserve in our society.,7722,40724,30-07-2019 13:55,Modi
"I thank all parties and MPs who have supported the passage of The Muslim Women (Protection of Rights on Marriage) Bill, 2019 in both Houses of Parliament. They have risen to the occasion and this step of theirs will forever be remembered in Indias history.",6608,39447,30-07-2019 13:54,Modi
An archaic and medieval practice has finally been confined to the dustbin of history!   Parliament abolishes Triple Talaq and corrects a historical wrong done to Muslim women. This is a victory of gender justice and will further equality in society.   India rejoices today!,16721,79143,30-07-2019 13:52,Modi
"A welcome step, which will enable more people to visit these places and discover aspects of #IncredibleIndia. https://t.co/NW8fsPXHNx",5760,37830,30-07-2019 03:01,Modi
Spoke to Bihar CM @NitishKumar Ji and Deputy CM @SushilModi Ji and reviewed the situation arising due to floods in various parts of Bihar. The Centre has been working with the State Government to help those affected and we will continue providing all possible assistance needed.,3683,27623,29-07-2019 15:35,Modi
"India- where you find lush green forests, diverse wildlife, beautiful mountains and mighty rivers.   Watching this programme will make you want to visit different parts of India and add to discourse of environmental conservation.  Thanks @BearGrylls for coming here! @DiscoveryIN https://t.co/AksPyHfo7X",19551,85622,29-07-2019 08:41,Modi
".       .  ,          .",2679,24653,29-07-2019 06:55,Modi
.,1899,20561,29-07-2019 06:55,Modi
",                     ,             #InternationalTigerDay https://t.co/bERsYeM62v",7381,42688,29-07-2019 06:53,Modi
Development and the environment are not mutually exclusive.   India will progress economically and take the lead in protecting the environment. #InternationalTigerDay https://t.co/RjcBMGpFvh,2195,11880,29-07-2019 06:52,Modi
"A commitment fulfilled, that too well in advance!   It was decided to work towards doubling the tiger population by 2022 but India achieved this 4 years in advance!  India is proud to be home to almost 75% of the global tiger population. #InternationalTigerDay https://t.co/t98f2RICE5",3009,15514,29-07-2019 06:51,Modi
Releasing the results of All India Tiger Estimation. #InternationalTigerDay https://t.co/b73ADzson4,4297,22450,29-07-2019 04:14,Modi
"Today, on #InternationalTigerDay, the All India Tiger Estimation 2018 will be released.   The Government of India is committed to taking all possible steps and supporting all efforts to protect the tiger.   Do watch the programme. It begins at around 9:30 AM.",4446,28574,29-07-2019 03:46,Modi
"My dear young friends,  Know more about an interesting quiz, which can take you to Sriharikota to witness the landing of Chandrayaan-2 on the moon. #MannKiBaat https://t.co/Ey3aFYe0la",4298,26355,28-07-2019 11:55,Modi
...   -2       #MannKiBaat https://t.co/UlkITYj7vf,3832,24530,28-07-2019 11:54,Modi
",          -        ,         #MannKiBaat https://t.co/SWnksd4oje",2205,11165,28-07-2019 11:53,Modi
"Exceptional warriors, great champions!   Here is why the accomplishments of these children will make every Indian proud. #MannKiBaat https://t.co/DRI2jGrQaD",2103,11801,28-07-2019 11:52,Modi
"Better bonding through reading!  Impressed by the diverse range of books being talked about by people on the NaMo App. On popular request, this will be a lasting feature on the App.   I need your help to find a name for this section.   Will you help? #MannKiBaat https://t.co/jARDzYL9Eq",2076,10297,28-07-2019 11:51,Modi
